frame_id,gaze_label,gaze_zone,is_blinking,hands_label,hands_position
85,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
86,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
87,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
88,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
89,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
90,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
91,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
92,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
93,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
94,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
95,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
96,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
97,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
98,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
99,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
100,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
101,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
102,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
103,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
104,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
105,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
106,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
107,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
108,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
109,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
110,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
111,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
112,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
113,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
114,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
115,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
116,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
117,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
118,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
119,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
120,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
121,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
122,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
123,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
124,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
125,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
126,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
127,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
128,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
129,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
130,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
131,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
132,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
133,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
134,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
135,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
136,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
137,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
138,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
139,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
140,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
141,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
142,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
143,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
144,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
145,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
146,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
147,gaze_zone/front,front,False,hands_on_wheel/both_hands,both_hands
148,gaze_zone/front,front,False,hands_on_wheel/both_hands,both_hands
149,gaze_zone/front,front,False,hands_on_wheel/both_hands,both_hands
150,gaze_zone/front,front,False,hands_on_wheel/both_hands,both_hands
151,gaze_zone/front,front,False,hands_on_wheel/both_hands,both_hands
152,gaze_zone/front,front,False,hands_on_wheel/both_hands,both_hands
153,gaze_zone/front,front,False,hands_on_wheel/both_hands,both_hands
154,gaze_zone/front,front,False,hands_on_wheel/both_hands,both_hands
155,gaze_zone/front,front,True,hands_on_wheel/both_hands,both_hands
156,gaze_zone/front,front,True,hands_on_wheel/both_hands,both_hands
157,gaze_zone/front,front,True,hands_on_wheel/both_hands,both_hands
158,gaze_zone/front,front,True,hands_on_wheel/both_hands,both_hands
159,gaze_zone/front,front,True,hands_on_wheel/both_hands,both_hands
160,gaze_zone/front,front,True,hands_on_wheel/both_hands,both_hands
161,gaze_zone/front,front,True,hands_on_wheel/both_hands,both_hands
162,gaze_zone/front,front,True,hands_on_wheel/both_hands,both_hands
163,gaze_zone/front,front,True,hands_on_wheel/both_hands,both_hands
164,gaze_zone/front,front,True,hands_on_wheel/both_hands,both_hands
165,gaze_zone/front,front,True,hands_on_wheel/both_hands,both_hands
166,gaze_zone/front,front,True,hands_on_wheel/both_hands,both_hands
167,gaze_zone/front,front,False,hands_on_wheel/both_hands,both_hands
168,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
169,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
170,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
171,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
172,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
173,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
174,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
175,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
176,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
177,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
178,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
179,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
180,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
181,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
182,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
183,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
184,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
185,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
186,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
187,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
188,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
189,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
190,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
191,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
192,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
193,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
194,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
195,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
196,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
197,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
198,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
199,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
200,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
201,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
202,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
203,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
204,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
205,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
206,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
207,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
208,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
209,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
210,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
211,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
212,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
213,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
214,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
215,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
216,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
217,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
218,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
219,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
220,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
221,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
222,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
223,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
224,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
225,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
226,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
227,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
228,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
229,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
230,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
231,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
232,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
233,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
234,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
235,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
236,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
237,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
238,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
239,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
240,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
241,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
242,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
243,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
244,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
245,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
246,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
247,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
248,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
249,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
250,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
251,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
252,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
253,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
254,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
255,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
256,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
257,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
258,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
259,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
260,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
261,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
262,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
263,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
264,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
265,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
266,gaze_zone/left_mirror,left_mirror,False,hands_on_wheel/both_hands,both_hands
267,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
268,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
269,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
270,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
271,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
272,gaze_zone/left_mirror,left_mirror,True,hands_on_wheel/both_hands,both_hands
273,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
274,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
275,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
276,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
277,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
278,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
279,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
280,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
281,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
282,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
283,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
284,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
285,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
286,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
287,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
288,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
289,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
290,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
291,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
292,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
293,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
294,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
295,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
296,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
297,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
298,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
299,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
300,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
301,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
302,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
303,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
304,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
305,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
306,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
307,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
308,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
309,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
310,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
311,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
312,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
313,gaze_zone/left,left,True,hands_on_wheel/both_hands,both_hands
314,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
315,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
316,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
317,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
318,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
319,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
320,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
321,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
322,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
323,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
324,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
325,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
326,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
327,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
328,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
329,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
330,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
331,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
332,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
333,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
334,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
335,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
336,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
337,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
338,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
339,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
340,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
341,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
342,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
343,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
344,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
345,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
346,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
347,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
348,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
349,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
350,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
351,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
352,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
353,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
354,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
355,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
356,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
357,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
358,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
359,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
360,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
361,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
362,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
363,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
364,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
365,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
366,gaze_zone/left,left,False,hands_on_wheel/both_hands,both_hands
