frame_id,label,session
109,safe_drive,s1
110,safe_drive,s1
111,safe_drive,s1
112,safe_drive,s1
113,safe_drive,s1
114,safe_drive,s1
115,safe_drive,s1
116,safe_drive,s1
117,safe_drive,s1
118,safe_drive,s1
119,safe_drive,s1
120,safe_drive,s1
121,safe_drive,s1
122,safe_drive,s1
123,safe_drive,s1
124,safe_drive,s1
125,safe_drive,s1
126,safe_drive,s1
127,safe_drive,s1
128,safe_drive,s1
129,safe_drive,s1
130,safe_drive,s1
131,safe_drive,s1
132,safe_drive,s1
133,safe_drive,s1
134,safe_drive,s1
135,safe_drive,s1
136,safe_drive,s1
137,safe_drive,s1
138,safe_drive,s1
139,safe_drive,s1
140,safe_drive,s1
141,safe_drive,s1
142,safe_drive,s1
143,safe_drive,s1
144,safe_drive,s1
145,safe_drive,s1
146,safe_drive,s1
147,safe_drive,s1
148,safe_drive,s1
149,safe_drive,s1
150,safe_drive,s1
151,safe_drive,s1
152,safe_drive,s1
153,safe_drive,s1
154,safe_drive,s1
155,safe_drive,s1
156,safe_drive,s1
157,safe_drive,s1
158,safe_drive,s1
159,safe_drive,s1
160,safe_drive,s1
161,safe_drive,s1
162,safe_drive,s1
163,safe_drive,s1
164,safe_drive,s1
165,safe_drive,s1
166,safe_drive,s1
167,safe_drive,s1
168,safe_drive,s1
169,safe_drive,s1
170,safe_drive,s1
171,safe_drive,s1
172,safe_drive,s1
173,safe_drive,s1
174,safe_drive,s1
175,safe_drive,s1
176,safe_drive,s1
177,safe_drive,s1
178,safe_drive,s1
179,safe_drive,s1
180,safe_drive,s1
181,safe_drive,s1
182,safe_drive,s1
183,safe_drive,s1
184,safe_drive,s1
185,safe_drive,s1
186,safe_drive,s1
187,safe_drive,s1
188,safe_drive,s1
189,safe_drive,s1
190,safe_drive,s1
191,safe_drive,s1
192,safe_drive,s1
193,safe_drive,s1
194,safe_drive,s1
195,safe_drive,s1
196,safe_drive,s1
197,safe_drive,s1
198,safe_drive,s1
199,safe_drive,s1
200,safe_drive,s1
201,safe_drive,s1
202,safe_drive,s1
203,safe_drive,s1
204,safe_drive,s1
205,safe_drive,s1
206,safe_drive,s1
207,safe_drive,s1
208,safe_drive,s1
209,safe_drive,s1
210,safe_drive,s1
211,safe_drive,s1
212,safe_drive,s1
213,safe_drive,s1
214,safe_drive,s1
215,safe_drive,s1
216,safe_drive,s1
217,safe_drive,s1
218,safe_drive,s1
219,safe_drive,s1
220,safe_drive,s1
221,safe_drive,s1
222,safe_drive,s1
223,safe_drive,s1
224,safe_drive,s1
225,safe_drive,s1
226,safe_drive,s1
227,safe_drive,s1
228,safe_drive,s1
229,safe_drive,s1
230,safe_drive,s1
231,safe_drive,s1
232,safe_drive,s1
233,safe_drive,s1
234,safe_drive,s1
235,safe_drive,s1
236,safe_drive,s1
237,safe_drive,s1
238,safe_drive,s1
239,safe_drive,s1
240,safe_drive,s1
241,safe_drive,s1
242,safe_drive,s1
243,safe_drive,s1
244,safe_drive,s1
245,safe_drive,s1
246,safe_drive,s1
247,safe_drive,s1
248,safe_drive,s1
249,safe_drive,s1
250,safe_drive,s1
251,safe_drive,s1
252,safe_drive,s1
253,safe_drive,s1
254,safe_drive,s1
255,safe_drive,s1
256,safe_drive,s1
257,safe_drive,s1
258,safe_drive,s1
259,safe_drive,s1
260,safe_drive,s1
261,safe_drive,s1
262,safe_drive,s1
263,safe_drive,s1
264,safe_drive,s1
265,safe_drive,s1
266,safe_drive,s1
267,safe_drive,s1
268,safe_drive,s1
269,safe_drive,s1
270,safe_drive,s1
271,safe_drive,s1
272,safe_drive,s1
273,safe_drive,s1
274,safe_drive,s1
275,safe_drive,s1
276,safe_drive,s1
277,safe_drive,s1
278,safe_drive,s1
279,safe_drive,s1
280,safe_drive,s1
281,safe_drive,s1
282,safe_drive,s1
283,safe_drive,s1
284,safe_drive,s1
285,safe_drive,s1
286,safe_drive,s1
287,safe_drive,s1
288,safe_drive,s1
289,safe_drive,s1
290,safe_drive,s1
291,safe_drive,s1
292,safe_drive,s1
293,safe_drive,s1
294,safe_drive,s1
295,safe_drive,s1
296,safe_drive,s1
297,safe_drive,s1
298,safe_drive,s1
299,safe_drive,s1
300,safe_drive,s1
301,safe_drive,s1
302,safe_drive,s1
303,safe_drive,s1
304,safe_drive,s1
305,safe_drive,s1
306,safe_drive,s1
307,safe_drive,s1
308,safe_drive,s1
309,safe_drive,s1
310,safe_drive,s1
311,safe_drive,s1
312,safe_drive,s1
313,safe_drive,s1
314,safe_drive,s1
315,safe_drive,s1
316,safe_drive,s1
317,safe_drive,s1
318,safe_drive,s1
319,safe_drive,s1
320,safe_drive,s1
321,safe_drive,s1
322,safe_drive,s1
323,safe_drive,s1
324,safe_drive,s1
325,safe_drive,s1
326,safe_drive,s1
327,safe_drive,s1
328,safe_drive,s1
329,safe_drive,s1
330,safe_drive,s1
331,safe_drive,s1
332,safe_drive,s1
333,safe_drive,s1
334,safe_drive,s1
335,safe_drive,s1
336,safe_drive,s1
337,safe_drive,s1
338,safe_drive,s1
339,safe_drive,s1
340,safe_drive,s1
341,safe_drive,s1
342,safe_drive,s1
343,safe_drive,s1
344,safe_drive,s1
345,safe_drive,s1
346,safe_drive,s1
347,safe_drive,s1
348,safe_drive,s1
349,safe_drive,s1
350,safe_drive,s1
351,safe_drive,s1
352,safe_drive,s1
353,safe_drive,s1
354,safe_drive,s1
355,safe_drive,s1
356,safe_drive,s1
357,safe_drive,s1
358,safe_drive,s1
359,safe_drive,s1
360,safe_drive,s1
361,safe_drive,s1
362,safe_drive,s1
363,safe_drive,s1
364,safe_drive,s1
365,safe_drive,s1
366,safe_drive,s1
367,safe_drive,s1
368,safe_drive,s1
369,safe_drive,s1
370,safe_drive,s1
371,safe_drive,s1
372,safe_drive,s1
373,safe_drive,s1
374,safe_drive,s1
375,safe_drive,s1
376,safe_drive,s1
377,safe_drive,s1
378,safe_drive,s1
379,safe_drive,s1
380,safe_drive,s1
381,safe_drive,s1
382,safe_drive,s1
383,safe_drive,s1
384,safe_drive,s1
385,safe_drive,s1
386,safe_drive,s1
387,safe_drive,s1
388,safe_drive,s1
389,safe_drive,s1
390,safe_drive,s1
391,safe_drive,s1
392,safe_drive,s1
393,safe_drive,s1
394,safe_drive,s1
395,safe_drive,s1
396,safe_drive,s1
397,safe_drive,s1
398,safe_drive,s1
399,safe_drive,s1
400,safe_drive,s1
401,safe_drive,s1
402,safe_drive,s1
403,safe_drive,s1
404,safe_drive,s1
405,safe_drive,s1
406,safe_drive,s1
407,safe_drive,s1
408,safe_drive,s1
409,safe_drive,s1
410,safe_drive,s1
411,safe_drive,s1
412,safe_drive,s1
413,safe_drive,s1
414,safe_drive,s1
415,safe_drive,s1
416,safe_drive,s1
417,safe_drive,s1
418,safe_drive,s1
419,safe_drive,s1
420,safe_drive,s1
421,safe_drive,s1
422,safe_drive,s1
423,safe_drive,s1
424,safe_drive,s1
425,safe_drive,s1
426,safe_drive,s1
427,safe_drive,s1
428,safe_drive,s1
429,safe_drive,s1
430,safe_drive,s1
431,safe_drive,s1
432,safe_drive,s1
433,safe_drive,s1
434,safe_drive,s1
435,safe_drive,s1
436,safe_drive,s1
437,safe_drive,s1
438,safe_drive,s1
439,safe_drive,s1
440,safe_drive,s1
441,safe_drive,s1
442,safe_drive,s1
443,safe_drive,s1
444,safe_drive,s1
445,safe_drive,s1
446,safe_drive,s1
447,safe_drive,s1
448,safe_drive,s1
449,safe_drive,s1
450,safe_drive,s1
451,safe_drive,s1
452,safe_drive,s1
453,safe_drive,s1
454,safe_drive,s1
455,safe_drive,s1
456,safe_drive,s1
457,safe_drive,s1
458,safe_drive,s1
459,safe_drive,s1
460,safe_drive,s1
461,safe_drive,s1
462,safe_drive,s1
463,safe_drive,s1
464,safe_drive,s1
465,safe_drive,s1
466,safe_drive,s1
467,safe_drive,s1
468,safe_drive,s1
469,safe_drive,s1
470,safe_drive,s1
471,safe_drive,s1
472,safe_drive,s1
473,safe_drive,s1
474,safe_drive,s1
475,safe_drive,s1
476,safe_drive,s1
477,safe_drive,s1
478,safe_drive,s1
479,safe_drive,s1
480,safe_drive,s1
481,safe_drive,s1
482,safe_drive,s1
483,safe_drive,s1
484,safe_drive,s1
485,safe_drive,s1
486,safe_drive,s1
487,safe_drive,s1
488,safe_drive,s1
489,safe_drive,s1
490,safe_drive,s1
491,safe_drive,s1
492,safe_drive,s1
493,safe_drive,s1
494,safe_drive,s1
495,safe_drive,s1
496,safe_drive,s1
497,safe_drive,s1
498,safe_drive,s1
499,safe_drive,s1
500,safe_drive,s1
501,safe_drive,s1
502,safe_drive,s1
503,safe_drive,s1
504,safe_drive,s1
505,safe_drive,s1
506,safe_drive,s1
507,safe_drive,s1
508,safe_drive,s1
509,safe_drive,s1
510,safe_drive,s1
511,safe_drive,s1
512,safe_drive,s1
513,safe_drive,s1
514,safe_drive,s1
515,safe_drive,s1
516,safe_drive,s1
517,safe_drive,s1
518,safe_drive,s1
519,safe_drive,s1
520,safe_drive,s1
521,safe_drive,s1
522,safe_drive,s1
523,safe_drive,s1
524,safe_drive,s1
525,safe_drive,s1
526,safe_drive,s1
527,safe_drive,s1
528,safe_drive,s1
529,safe_drive,s1
530,safe_drive,s1
531,safe_drive,s1
532,safe_drive,s1
533,safe_drive,s1
534,safe_drive,s1
535,safe_drive,s1
536,safe_drive,s1
537,safe_drive,s1
538,safe_drive,s1
539,safe_drive,s1
540,safe_drive,s1
541,safe_drive,s1
542,safe_drive,s1
940,safe_drive,s1
941,safe_drive,s1
942,safe_drive,s1
943,safe_drive,s1
944,safe_drive,s1
945,safe_drive,s1
946,safe_drive,s1
947,safe_drive,s1
948,safe_drive,s1
949,safe_drive,s1
950,safe_drive,s1
951,safe_drive,s1
952,safe_drive,s1
953,safe_drive,s1
954,safe_drive,s1
955,safe_drive,s1
956,safe_drive,s1
957,safe_drive,s1
958,safe_drive,s1
959,safe_drive,s1
960,safe_drive,s1
961,safe_drive,s1
962,safe_drive,s1
963,safe_drive,s1
964,safe_drive,s1
965,safe_drive,s1
966,safe_drive,s1
967,safe_drive,s1
968,safe_drive,s1
969,safe_drive,s1
970,safe_drive,s1
971,safe_drive,s1
972,safe_drive,s1
973,safe_drive,s1
974,safe_drive,s1
975,safe_drive,s1
976,safe_drive,s1
977,safe_drive,s1
978,safe_drive,s1
979,safe_drive,s1
980,safe_drive,s1
981,safe_drive,s1
982,safe_drive,s1
983,safe_drive,s1
984,safe_drive,s1
985,safe_drive,s1
986,safe_drive,s1
987,safe_drive,s1
988,safe_drive,s1
989,safe_drive,s1
990,safe_drive,s1
991,safe_drive,s1
992,safe_drive,s1
993,safe_drive,s1
994,safe_drive,s1
995,safe_drive,s1
996,safe_drive,s1
997,safe_drive,s1
998,safe_drive,s1
999,safe_drive,s1
1000,safe_drive,s1
1001,safe_drive,s1
1002,safe_drive,s1
1003,safe_drive,s1
1004,safe_drive,s1
1005,safe_drive,s1
1006,safe_drive,s1
1007,safe_drive,s1
1008,safe_drive,s1
1009,safe_drive,s1
1010,safe_drive,s1
1011,safe_drive,s1
1012,safe_drive,s1
1013,safe_drive,s1
1014,safe_drive,s1
1015,safe_drive,s1
1016,safe_drive,s1
1017,safe_drive,s1
1018,safe_drive,s1
1019,safe_drive,s1
1020,safe_drive,s1
1021,safe_drive,s1
1022,safe_drive,s1
1023,safe_drive,s1
1024,safe_drive,s1
1025,safe_drive,s1
1026,safe_drive,s1
1027,safe_drive,s1
1028,safe_drive,s1
1029,safe_drive,s1
1030,safe_drive,s1
1031,safe_drive,s1
1032,safe_drive,s1
1033,safe_drive,s1
1034,safe_drive,s1
1035,safe_drive,s1
1036,safe_drive,s1
1037,safe_drive,s1
1038,safe_drive,s1
1039,safe_drive,s1
1040,safe_drive,s1
1041,safe_drive,s1
1042,safe_drive,s1
1043,safe_drive,s1
1044,safe_drive,s1
1045,safe_drive,s1
1046,safe_drive,s1
1047,safe_drive,s1
1048,safe_drive,s1
1049,safe_drive,s1
1050,safe_drive,s1
1051,safe_drive,s1
1052,safe_drive,s1
1053,safe_drive,s1
1054,safe_drive,s1
1055,safe_drive,s1
1056,safe_drive,s1
1057,safe_drive,s1
1058,safe_drive,s1
1059,safe_drive,s1
1060,safe_drive,s1
1061,safe_drive,s1
1062,safe_drive,s1
1063,safe_drive,s1
1064,safe_drive,s1
1065,safe_drive,s1
1066,safe_drive,s1
1067,safe_drive,s1
1068,safe_drive,s1
1069,safe_drive,s1
1070,safe_drive,s1
1071,safe_drive,s1
1072,safe_drive,s1
1073,safe_drive,s1
1074,safe_drive,s1
1075,safe_drive,s1
1076,safe_drive,s1
1077,safe_drive,s1
1078,safe_drive,s1
1079,safe_drive,s1
1080,safe_drive,s1
1081,safe_drive,s1
1082,safe_drive,s1
1083,safe_drive,s1
1084,safe_drive,s1
1085,safe_drive,s1
1086,safe_drive,s1
1087,safe_drive,s1
1088,safe_drive,s1
1089,safe_drive,s1
1090,safe_drive,s1
1091,safe_drive,s1
1092,safe_drive,s1
1093,safe_drive,s1
1094,safe_drive,s1
1095,safe_drive,s1
1096,safe_drive,s1
1097,safe_drive,s1
1098,safe_drive,s1
1099,safe_drive,s1
1100,safe_drive,s1
1101,safe_drive,s1
1102,safe_drive,s1
1103,safe_drive,s1
1104,safe_drive,s1
1105,safe_drive,s1
1106,safe_drive,s1
1107,safe_drive,s1
1108,safe_drive,s1
1109,safe_drive,s1
1110,safe_drive,s1
1111,safe_drive,s1
1112,safe_drive,s1
1113,safe_drive,s1
1114,safe_drive,s1
1115,safe_drive,s1
1116,safe_drive,s1
1117,safe_drive,s1
1118,safe_drive,s1
1119,safe_drive,s1
1120,safe_drive,s1
1121,safe_drive,s1
1122,safe_drive,s1
1123,safe_drive,s1
1124,safe_drive,s1
1125,safe_drive,s1
1126,safe_drive,s1
1127,safe_drive,s1
1128,safe_drive,s1
1129,safe_drive,s1
1130,safe_drive,s1
1131,safe_drive,s1
1132,safe_drive,s1
1133,safe_drive,s1
1134,safe_drive,s1
1135,safe_drive,s1
1136,safe_drive,s1
1137,safe_drive,s1
1138,safe_drive,s1
1139,safe_drive,s1
1140,safe_drive,s1
1141,safe_drive,s1
1142,safe_drive,s1
1143,safe_drive,s1
1144,safe_drive,s1
1145,safe_drive,s1
1146,safe_drive,s1
1147,safe_drive,s1
1148,safe_drive,s1
1149,safe_drive,s1
1150,safe_drive,s1
1151,safe_drive,s1
1152,safe_drive,s1
1153,safe_drive,s1
1154,safe_drive,s1
1155,safe_drive,s1
1156,safe_drive,s1
1157,safe_drive,s1
1158,safe_drive,s1
1159,safe_drive,s1
1160,safe_drive,s1
1161,safe_drive,s1
1162,safe_drive,s1
1163,safe_drive,s1
1164,safe_drive,s1
1165,safe_drive,s1
1166,safe_drive,s1
1167,safe_drive,s1
1168,safe_drive,s1
1169,safe_drive,s1
1170,safe_drive,s1
1171,safe_drive,s1
1172,safe_drive,s1
1173,safe_drive,s1
1174,safe_drive,s1
1175,safe_drive,s1
1176,safe_drive,s1
1177,safe_drive,s1
1178,safe_drive,s1
1179,safe_drive,s1
1180,safe_drive,s1
1181,safe_drive,s1
1182,safe_drive,s1
1183,safe_drive,s1
1184,safe_drive,s1
1185,safe_drive,s1
1186,safe_drive,s1
1187,safe_drive,s1
1188,safe_drive,s1
1189,safe_drive,s1
1190,safe_drive,s1
1191,safe_drive,s1
1192,safe_drive,s1
1193,safe_drive,s1
1194,safe_drive,s1
1195,safe_drive,s1
1196,safe_drive,s1
1197,safe_drive,s1
1198,safe_drive,s1
1199,safe_drive,s1
1200,safe_drive,s1
1201,safe_drive,s1
1202,safe_drive,s1
1203,safe_drive,s1
1204,safe_drive,s1
1205,safe_drive,s1
1206,safe_drive,s1
1207,safe_drive,s1
1208,safe_drive,s1
1209,safe_drive,s1
1210,safe_drive,s1
1211,safe_drive,s1
1212,safe_drive,s1
1213,safe_drive,s1
1214,safe_drive,s1
1215,safe_drive,s1
1216,safe_drive,s1
1217,safe_drive,s1
1218,safe_drive,s1
1219,safe_drive,s1
1220,safe_drive,s1
1221,safe_drive,s1
1222,safe_drive,s1
1223,safe_drive,s1
1224,safe_drive,s1
1225,safe_drive,s1
1226,safe_drive,s1
1227,safe_drive,s1
1228,safe_drive,s1
1229,safe_drive,s1
1230,safe_drive,s1
1231,safe_drive,s1
1232,safe_drive,s1
1233,safe_drive,s1
1234,safe_drive,s1
1235,safe_drive,s1
1236,safe_drive,s1
1237,safe_drive,s1
1238,safe_drive,s1
1239,safe_drive,s1
1240,safe_drive,s1
1241,safe_drive,s1
1242,safe_drive,s1
1243,safe_drive,s1
1244,safe_drive,s1
1245,safe_drive,s1
1246,safe_drive,s1
1247,safe_drive,s1
1248,safe_drive,s1
1249,safe_drive,s1
1250,safe_drive,s1
1251,safe_drive,s1
1252,safe_drive,s1
1253,safe_drive,s1
1254,safe_drive,s1
1255,safe_drive,s1
1256,safe_drive,s1
1257,safe_drive,s1
1258,safe_drive,s1
1259,safe_drive,s1
1260,safe_drive,s1
1261,safe_drive,s1
1262,safe_drive,s1
1263,safe_drive,s1
1264,safe_drive,s1
1265,safe_drive,s1
1266,safe_drive,s1
1267,safe_drive,s1
1268,safe_drive,s1
1269,safe_drive,s1
1270,safe_drive,s1
1271,safe_drive,s1
1272,safe_drive,s1
1273,safe_drive,s1
1274,safe_drive,s1
1275,safe_drive,s1
1276,safe_drive,s1
1277,safe_drive,s1
1278,safe_drive,s1
1279,safe_drive,s1
1280,safe_drive,s1
1281,safe_drive,s1
1282,safe_drive,s1
1283,safe_drive,s1
1284,safe_drive,s1
1285,safe_drive,s1
1286,safe_drive,s1
1287,safe_drive,s1
1288,safe_drive,s1
1289,safe_drive,s1
1290,safe_drive,s1
1291,safe_drive,s1
1292,safe_drive,s1
1293,safe_drive,s1
1294,reach_side,s1
1295,reach_side,s1
1296,reach_side,s1
1297,reach_side,s1
1298,reach_side,s1
1299,reach_side,s1
1300,reach_side,s1
1301,reach_side,s1
1302,reach_side,s1
1303,reach_side,s1
1304,reach_side,s1
1305,reach_side,s1
1306,reach_side,s1
1307,reach_side,s1
1308,reach_side,s1
1309,reach_side,s1
1310,reach_side,s1
1311,reach_side,s1
1312,reach_side,s1
1313,reach_side,s1
1314,reach_side,s1
1315,reach_side,s1
1316,reach_side,s1
1317,reach_side,s1
1318,reach_side,s1
1319,reach_side,s1
1320,reach_side,s1
1321,reach_side,s1
1322,reach_side,s1
1323,reach_side,s1
1324,reach_side,s1
1325,reach_side,s1
1326,reach_side,s1
1327,reach_side,s1
1328,reach_side,s1
1329,reach_side,s1
1330,reach_side,s1
1331,reach_side,s1
1332,reach_side,s1
1333,reach_side,s1
1334,reach_side,s1
1335,reach_side,s1
1336,reach_side,s1
1337,reach_side,s1
1338,reach_side,s1
1339,reach_side,s1
1340,reach_side,s1
1341,reach_side,s1
1342,reach_side,s1
1343,reach_side,s1
1344,reach_side,s1
1448,drinking,s1
1449,drinking,s1
1450,drinking,s1
1451,drinking,s1
1452,drinking,s1
1453,drinking,s1
1454,drinking,s1
1455,drinking,s1
1456,drinking,s1
1457,drinking,s1
1458,drinking,s1
1459,drinking,s1
1460,drinking,s1
1461,drinking,s1
1462,drinking,s1
1463,drinking,s1
1464,drinking,s1
1465,drinking,s1
1466,drinking,s1
1467,drinking,s1
1468,drinking,s1
1469,drinking,s1
1470,drinking,s1
1471,drinking,s1
1472,drinking,s1
1473,drinking,s1
1474,drinking,s1
1475,drinking,s1
1476,drinking,s1
1477,drinking,s1
1478,drinking,s1
1479,drinking,s1
1480,drinking,s1
1481,drinking,s1
1482,drinking,s1
1483,drinking,s1
1484,drinking,s1
1485,drinking,s1
1486,drinking,s1
1487,drinking,s1
1488,drinking,s1
1489,drinking,s1
1490,drinking,s1
1491,drinking,s1
1492,drinking,s1
1493,drinking,s1
1494,drinking,s1
1495,drinking,s1
1496,drinking,s1
1497,drinking,s1
1498,drinking,s1
1499,drinking,s1
1500,drinking,s1
1501,drinking,s1
1502,drinking,s1
1503,drinking,s1
1504,drinking,s1
1505,drinking,s1
1506,drinking,s1
1507,drinking,s1
1508,drinking,s1
1509,drinking,s1
1510,drinking,s1
1511,drinking,s1
1512,drinking,s1
1513,drinking,s1
1514,drinking,s1
1515,drinking,s1
1516,drinking,s1
1517,drinking,s1
1518,drinking,s1
1519,drinking,s1
1520,drinking,s1
1521,drinking,s1
1522,drinking,s1
1523,drinking,s1
1524,drinking,s1
1525,drinking,s1
1526,drinking,s1
1527,drinking,s1
1528,drinking,s1
1529,drinking,s1
1530,drinking,s1
1531,drinking,s1
1532,drinking,s1
1533,drinking,s1
1534,drinking,s1
1535,drinking,s1
1536,drinking,s1
1537,drinking,s1
1538,drinking,s1
1539,drinking,s1
1540,drinking,s1
1541,drinking,s1
1542,drinking,s1
1543,drinking,s1
1544,drinking,s1
1545,drinking,s1
1546,drinking,s1
1547,drinking,s1
1548,drinking,s1
1549,drinking,s1
1550,drinking,s1
1551,drinking,s1
1552,drinking,s1
1553,drinking,s1
1554,drinking,s1
1555,drinking,s1
1556,drinking,s1
1557,drinking,s1
1558,drinking,s1
1559,drinking,s1
1560,drinking,s1
1561,drinking,s1
1562,drinking,s1
1563,drinking,s1
1564,drinking,s1
1565,drinking,s1
1566,drinking,s1
1567,drinking,s1
1568,drinking,s1
1569,drinking,s1
1570,drinking,s1
1571,drinking,s1
1572,drinking,s1
1573,drinking,s1
1574,drinking,s1
1575,drinking,s1
1576,drinking,s1
1577,drinking,s1
1578,drinking,s1
1579,drinking,s1
1580,drinking,s1
1581,drinking,s1
1582,drinking,s1
1583,drinking,s1
1584,drinking,s1
1585,drinking,s1
1586,drinking,s1
1587,drinking,s1
1588,drinking,s1
1589,drinking,s1
1590,drinking,s1
1591,drinking,s1
1592,drinking,s1
1593,drinking,s1
1594,drinking,s1
1595,drinking,s1
1596,drinking,s1
1597,drinking,s1
1598,drinking,s1
1599,drinking,s1
1600,drinking,s1
1601,drinking,s1
1602,drinking,s1
1603,drinking,s1
1604,drinking,s1
1605,drinking,s1
1606,drinking,s1
1607,drinking,s1
1608,drinking,s1
1609,drinking,s1
1610,drinking,s1
1611,drinking,s1
1612,drinking,s1
1613,drinking,s1
1614,drinking,s1
1615,drinking,s1
1616,drinking,s1
1617,drinking,s1
1618,drinking,s1
1619,drinking,s1
1620,drinking,s1
1621,drinking,s1
1622,drinking,s1
1623,drinking,s1
1624,drinking,s1
1625,drinking,s1
1626,drinking,s1
1627,drinking,s1
1628,drinking,s1
1629,drinking,s1
1630,drinking,s1
1631,drinking,s1
1632,drinking,s1
1633,drinking,s1
1634,drinking,s1
1635,drinking,s1
1636,drinking,s1
1637,drinking,s1
1638,drinking,s1
1639,drinking,s1
1640,drinking,s1
1641,drinking,s1
1642,drinking,s1
1643,drinking,s1
1644,drinking,s1
1645,drinking,s1
1646,drinking,s1
1647,drinking,s1
1648,drinking,s1
1649,drinking,s1
1650,reach_side,s1
1651,reach_side,s1
1652,reach_side,s1
1653,reach_side,s1
1654,reach_side,s1
1655,reach_side,s1
1656,reach_side,s1
1657,reach_side,s1
1658,reach_side,s1
1659,reach_side,s1
1660,reach_side,s1
1661,reach_side,s1
1662,reach_side,s1
1663,reach_side,s1
1664,reach_side,s1
1665,reach_side,s1
1666,reach_side,s1
1667,reach_side,s1
1668,reach_side,s1
1669,reach_side,s1
1670,reach_side,s1
1671,reach_side,s1
1672,reach_side,s1
1673,reach_side,s1
1674,reach_side,s1
1675,reach_side,s1
1676,reach_side,s1
1677,reach_side,s1
1678,reach_side,s1
1679,reach_side,s1
1680,reach_side,s1
1681,reach_side,s1
1682,reach_side,s1
1683,reach_side,s1
1684,reach_side,s1
1685,reach_side,s1
1686,reach_side,s1
1687,reach_side,s1
1688,reach_side,s1
1689,reach_side,s1
1690,reach_side,s1
1691,reach_side,s1
1692,reach_side,s1
1693,reach_side,s1
1694,reach_side,s1
1695,reach_side,s1
1696,reach_side,s1
1697,reach_side,s1
1698,reach_side,s1
1699,reach_side,s1
1700,reach_side,s1
1701,reach_side,s1
1702,reach_side,s1
1703,reach_side,s1
1704,reach_side,s1
1705,reach_side,s1
1706,reach_side,s1
1707,reach_side,s1
1708,reach_side,s1
1709,reach_side,s1
1710,reach_side,s1
1711,reach_side,s1
1712,safe_drive,s1
1713,safe_drive,s1
1714,safe_drive,s1
1715,safe_drive,s1
1716,safe_drive,s1
1717,safe_drive,s1
1718,safe_drive,s1
1719,safe_drive,s1
1720,safe_drive,s1
1721,safe_drive,s1
1722,safe_drive,s1
1723,safe_drive,s1
1724,safe_drive,s1
1725,safe_drive,s1
1726,safe_drive,s1
1727,safe_drive,s1
1728,safe_drive,s1
1729,safe_drive,s1
1730,safe_drive,s1
1731,safe_drive,s1
1732,safe_drive,s1
1733,safe_drive,s1
1734,safe_drive,s1
1735,safe_drive,s1
1736,safe_drive,s1
1737,safe_drive,s1
1738,safe_drive,s1
1739,safe_drive,s1
1740,safe_drive,s1
1741,safe_drive,s1
1742,safe_drive,s1
1743,safe_drive,s1
1744,safe_drive,s1
1745,safe_drive,s1
1746,safe_drive,s1
1747,safe_drive,s1
1748,safe_drive,s1
1749,safe_drive,s1
1750,safe_drive,s1
1751,safe_drive,s1
1752,safe_drive,s1
1753,safe_drive,s1
1754,safe_drive,s1
1755,safe_drive,s1
1756,safe_drive,s1
1757,safe_drive,s1
1758,safe_drive,s1
1759,safe_drive,s1
1760,safe_drive,s1
1761,safe_drive,s1
1762,safe_drive,s1
1763,safe_drive,s1
